transaction_id,transaction_date,member_id,member_first_name,member_last_name,member_email,member_tier,member_join_date,member_city,member_state,store_name,store_city,store_state,store_region,book_id,isbn,title,genre,format,author_first,author_last,publisher_name,publisher_city,publisher_country,publication_year,list_price,quantity,discount_percent,sale_total
699,2020-01-23,11,Yara,Jones,yara.jones11@email.com,Platinum,2015-05-12,Coral Gables,OR,Harvard Book Store,Cambridge,MA,Northeast,189,978-423-50642-75-6,Becoming More Vol. 5,Biography,Paperback,Toni,Morrison,Macmillan Publishers,New York,USA,2011,10.48,1,0,10.48
700,2022-08-13,119,Lila,Allen,lila.allen119@email.com,Platinum,2016-08-02,Iowa City,FL,Malaprop's Bookstore,Asheville,NC,South,224,978-585-44803-93-9,When Nations Fall Vol. 8,History,Audiobook,Zadie,Smith,HarperCollins,New York,USA,2005,28.84,2,0,57.68
701,2022-08-16,176,Quinn,Wright,quinn.wright176@email.com,Platinum,2019-08-29,St. Louis,IA,The Booksmith,San Francisco,CA,Pacific,149,978-378-68079-94-6,The Last Mage Vol. 5,Fantasy,Paperback,Haruki,Murakami,Penguin Random House,New York,USA,2006,14.34,2,20,22.94
702,2021-06-30,272,Tara,Martin,tara.martin272@email.com,Bronze,2017-03-28,Portland,TX,Malaprop's Bookstore,Asheville,NC,South,125,978-791-40647-70-0,The Iron Crown Vol. 5,Fantasy,Audiobook,Ta-Nehisi,Coates,Macmillan Publishers,New York,USA,2016,36.95,2,5,70.2
703,2019-12-18,68,Rosa,Jackson,rosa.jackson68@email.com,Silver,2019-11-04,San Francisco,FL,Harvard Book Store,Cambridge,MA,Northeast,146,978-447-56009-10-2,The Last Mage Vol. 2,Fantasy,eBook,Stephen,King,Knopf,New York,USA,2013,9.97,2,20,15.96
704,2020-08-13,248,Nadia,Scott,nadia.scott248@email.com,Platinum,2022-03-03,San Francisco,CA,Kepler's Books,Menlo Park,CA,Pacific,59,978-378-54020-50-8,No Trace Found Vol. 3,Mystery,eBook,Ocean,Vuong,Hachette Book Group,New York,USA,2014,23.95,1,20,19.16
705,2021-07-22,181,Drew,White,drew.white181@email.com,Platinum,2016-04-20,Coral Gables,FL,Harvard Book Store,Cambridge,MA,Northeast,38,978-145-10464-52-2,Edge of Home Vol. 6,Fiction,Hardcover,N.K.,Jemisin,Macmillan Publishers,New York,USA,2018,12.13,3,0,36.39
706,2022-01-01,83,Marcus,Anderson,marcus.anderson83@email.com,Platinum,2021-12-15,Menlo Park,WA,Left Bank Books,St. Louis,MO,Midwest,237,978-290-47941-14-0,Turning Points Vol. 5,History,Hardcover,Haruki,Murakami,Simon & Schuster,New York,USA,2017,42.89,1,0,42.89
707,2022-11-19,90,Alex,Allen,alex.allen90@email.com,Platinum,2015-10-11,San Francisco,WA,Left Bank Books,St. Louis,MO,Midwest,250,978-122-61897-42-0,The Habit Code Vol. 2,Self-Help,Audiobook,Toni,Morrison,Farrar Straus Giroux,New York,USA,2014,31.86,1,15,27.08
708,2019-03-26,122,Priya,Taylor,priya.taylor122@email.com,Silver,2016-07-28,Menlo Park,WA,The Strand,New York,NY,Northeast,42,978-919-33206-62-0,The Last Clue Vol. 2,Mystery,Paperback,Haruki,Murakami,Bloomsbury,London,UK,2012,40.47,3,0,121.41
709,2021-01-27,226,Drew,Miller,drew.miller226@email.com,Gold,2018-01-31,Seattle,CO,Harvard Book Store,Cambridge,MA,Northeast,33,978-407-69929-50-1,Edge of Home,Fiction,Paperback,Michelle,Obama,Scholastic,New York,USA,2009,18.02,1,0,18.02
710,2020-10-11,18,Victor,Thompson,victor.thompson18@email.com,Platinum,2017-06-24,Cambridge,MA,The Booksmith,San Francisco,CA,Pacific,144,978-967-24184-54-8,Blood and Stone Vol. 8,Fantasy,Paperback,Celeste,Ng,Knopf,New York,USA,2020,14.25,1,0,14.25
711,2019-11-29,230,Casey,Scott,casey.scott230@email.com,Silver,2020-11-23,San Francisco,NC,Malaprop's Bookstore,Asheville,NC,South,96,978-978-31079-52-6,The Outer Reaches Vol. 8,Science Fiction,eBook,Malcolm,Gladwell,Vintage Books,New York,USA,2015,22.87,2,10,41.16
712,2021-10-19,13,Omar,Lewis,omar.lewis13@email.com,Bronze,2022-07-15,Austin,MO,Prairie Lights,Iowa City,IA,Midwest,32,978-678-78522-50-4,The Glass Garden Vol. 8,Fiction,Hardcover,Anthony,Doerr,Knopf,New York,USA,2018,30.05,1,20,24.04
713,2019-11-16,235,Fatima,Jones,fatima.jones235@email.com,Silver,2017-10-12,Cambridge,NC,Kepler's Books,Menlo Park,CA,Pacific,243,978-163-97528-25-7,Your Best Self Vol. 3,Self-Help,Hardcover,Anthony,Doerr,Knopf,New York,USA,2016,17.88,3,0,53.64
714,2022-08-18,260,Casey,Jackson,casey.jackson260@email.com,Platinum,2018-12-09,New York,WA,Kepler's Books,Menlo Park,CA,Pacific,140,978-447-69441-61-6,Blood and Stone Vol. 4,Fantasy,Paperback,Celeste,Ng,HarperCollins,New York,USA,2012,23.61,2,15,40.14
715,2022-09-27,149,Uma,Scott,uma.scott149@email.com,Bronze,2020-02-26,New York,CO,Books & Books,Coral Gables,FL,South,122,978-363-73156-47-5,The Iron Crown Vol. 2,Fantasy,eBook,Michelle,Obama,Simon & Schuster,New York,USA,2013,27.04,3,0,81.12
716,2022-11-12,227,Blake,Lewis,blake.lewis227@email.com,Silver,2021-12-11,San Francisco,MA,Kepler's Books,Menlo Park,CA,Pacific,187,978-145-56176-79-5,Becoming More Vol. 3,Biography,Hardcover,Ta-Nehisi,Coates,Hachette Book Group,New York,USA,2015,35.22,3,0,105.66
717,2022-10-20,21,Victor,Jackson,victor.jackson21@email.com,Gold,2020-11-18,St. Louis,IA,Tattered Cover,Denver,CO,Mountain,123,978-331-98647-96-6,The Iron Crown Vol. 3,Fantasy,Audiobook,Sally,Rooney,HarperCollins,New York,USA,2009,41.73,1,10,37.56
718,2022-06-18,13,Omar,Lewis,omar.lewis13@email.com,Bronze,2022-07-15,Austin,MO,Prairie Lights,Iowa City,IA,Midwest,79,978-584-82544-77-5,Shadows Remain Vol. 7,Mystery,Paperback,Delia,Owens,Bloomsbury,London,UK,2023,19.4,1,20,15.52
719,2020-10-30,183,Wren,Garcia,wren.garcia183@email.com,Bronze,2022-11-13,Denver,WA,The Strand,New York,NY,Northeast,115,978-923-70981-46-8,First Contact Vol. 3,Science Fiction,Audiobook,Ocean,Vuong,Macmillan Publishers,New York,USA,2005,17.67,3,0,53.01
720,2021-12-14,100,Marcus,Harris,marcus.harris100@email.com,Silver,2022-08-15,Menlo Park,OR,Books & Books,Coral Gables,FL,South,165,978-636-78517-88-2,A Life Remembered Vol. 5,Biography,Paperback,David,Sedaris,HarperCollins,New York,USA,2019,10.32,2,0,20.64
721,2022-01-07,12,Hector,Davis,hector.davis12@email.com,Bronze,2015-10-03,Coral Gables,OR,The Strand,New York,NY,Northeast,51,978-393-37549-65-9,Dead by Dawn Vol. 3,Mystery,eBook,Zadie,Smith,Simon & Schuster,New York,USA,2005,22.8,2,20,36.48
722,2021-03-18,45,Ethan,Green,ethan.green45@email.com,Silver,2022-01-27,New York,MO,Malaprop's Bookstore,Asheville,NC,South,174,978-476-98907-83-7,Against All Odds Vol. 6,Biography,eBook,Roxane,Gay,Hachette Book Group,New York,USA,2020,41.82,2,0,83.64
723,2022-09-27,262,Carlos,Scott,carlos.scott262@email.com,Gold,2015-05-17,Portland,CA,Powell's Books,Portland,OR,Pacific,82,978-332-57301-32-4,Orbit Zero Vol. 2,Science Fiction,eBook,Isabel,Allende,Knopf,New York,USA,2011,42.33,2,0,84.66
724,2021-03-01,219,Alex,Wright,alex.wright219@email.com,Silver,2017-06-29,Austin,IA,Kepler's Books,Menlo Park,CA,Pacific,38,978-145-10464-52-2,Edge of Home Vol. 6,Fiction,Hardcover,N.K.,Jemisin,Macmillan Publishers,New York,USA,2018,12.13,1,0,12.13
725,2020-09-22,177,Carlos,Walker,carlos.walker177@email.com,Silver,2021-01-06,Cambridge,NY,Kepler's Books,Menlo Park,CA,Pacific,73,978-948-70258-29-6,Shadows Remain,Mystery,Audiobook,Stephen,King,Bloomsbury,London,UK,2016,12.58,3,5,35.85
726,2021-06-28,111,Marcus,Johnson,marcus.johnson111@email.com,Silver,2022-11-26,Austin,MA,Left Bank Books,St. Louis,MO,Midwest,23,978-516-34957-22-1,A Thousand Tomorrows Vol. 7,Fiction,Audiobook,James,Patterson,Knopf,New York,USA,2020,17.25,2,15,29.32
727,2019-12-02,227,Blake,Lewis,blake.lewis227@email.com,Silver,2021-12-11,San Francisco,MA,Harvard Book Store,Cambridge,MA,Northeast,206,978-265-52291-38-5,The Forgotten War Vol. 6,History,Hardcover,Andy,Weir,Penguin Random House,New York,USA,2014,26.61,3,20,63.87
728,2021-04-28,218,Diana,Scott,diana.scott218@email.com,Bronze,2016-07-26,Portland,OR,Left Bank Books,St. Louis,MO,Midwest,249,978-625-64450-68-9,The Habit Code,Self-Help,Audiobook,N.K.,Jemisin,HarperCollins,New York,USA,2019,36.49,3,0,109.47
729,2020-03-01,45,Ethan,Green,ethan.green45@email.com,Silver,2022-01-27,New York,MO,Tattered Cover,Denver,CO,Mountain,154,978-982-51033-83-6,Emberfall Vol. 2,Fantasy,Hardcover,Malcolm,Gladwell,Bloomsbury,London,UK,2019,23.82,2,0,47.64
730,2019-05-16,269,James,Wilson,james.wilson269@email.com,Bronze,2016-01-28,Iowa City,FL,Kepler's Books,Menlo Park,CA,Pacific,223,978-935-12180-57-5,When Nations Fall Vol. 7,History,Audiobook,Chimamanda,Adichie,Farrar Straus Giroux,New York,USA,2014,33.09,2,10,59.56
731,2022-08-01,4,Xander,Walker,xander.walker4@email.com,Gold,2019-09-18,Iowa City,WA,Prairie Lights,Iowa City,IA,Midwest,23,978-516-34957-22-1,A Thousand Tomorrows Vol. 7,Fiction,Audiobook,James,Patterson,Knopf,New York,USA,2020,17.25,2,0,34.5
732,2022-12-25,285,Nadia,Brown,nadia.brown285@email.com,Platinum,2022-08-30,Austin,CA,Elliot Bay Book Co,Seattle,WA,Pacific,45,978-385-56025-92-8,The Last Clue Vol. 5,Mystery,Audiobook,Zadie,Smith,Hachette Book Group,New York,USA,2007,20.15,1,10,18.13
733,2020-08-15,96,Victor,Hall,victor.hall96@email.com,Silver,2018-12-25,San Francisco,FL,Prairie Lights,Iowa City,IA,Midwest,52,978-584-32241-94-1,Dead by Dawn Vol. 4,Mystery,Audiobook,Lauren,Groff,Scholastic,New York,USA,2011,24.01,2,10,43.22
734,2020-09-14,155,Carlos,Allen,carlos.allen155@email.com,Bronze,2016-01-25,Austin,WA,Books & Books,Coral Gables,FL,South,11,978-651-44438-84-6,Between Two Worlds Vol. 3,Fiction,Paperback,Gillian,Flynn,Vintage Books,New York,USA,2012,18.0,3,5,51.3
735,2019-02-24,238,Kenji,Scott,kenji.scott238@email.com,Gold,2022-10-28,Coral Gables,OR,BookPeople,Austin,TX,South,190,978-465-16265-93-5,Becoming More Vol. 6,Biography,Audiobook,Erik,Larson,Farrar Straus Giroux,New York,USA,2011,17.6,1,20,14.08
736,2022-08-04,135,Ethan,Scott,ethan.scott135@email.com,Silver,2017-04-26,Portland,FL,Harvard Book Store,Cambridge,MA,Northeast,40,978-251-66333-26-0,Edge of Home Vol. 8,Fiction,Hardcover,Haruki,Murakami,Simon & Schuster,New York,USA,2023,37.37,3,20,89.7
737,2022-09-25,64,Ethan,Scott,ethan.scott64@email.com,Bronze,2022-09-24,Asheville,MO,The Booksmith,San Francisco,CA,Pacific,121,978-402-52823-63-2,The Iron Crown,Fantasy,Hardcover,Jhumpa,Lahiri,Vintage Books,New York,USA,2009,28.7,2,0,57.4
738,2022-08-13,252,Wren,Robinson,wren.robinson252@email.com,Bronze,2019-05-23,Denver,FL,Left Bank Books,St. Louis,MO,Midwest,46,978-282-86099-43-0,The Last Clue Vol. 6,Mystery,eBook,Gillian,Flynn,Farrar Straus Giroux,New York,USA,2008,40.92,1,0,40.92
739,2019-05-17,142,Carlos,Walker,carlos.walker142@email.com,Platinum,2016-01-17,Asheville,MO,Elliot Bay Book Co,Seattle,WA,Pacific,31,978-513-25713-82-3,The Glass Garden Vol. 7,Fiction,Paperback,Andy,Weir,HarperCollins,New York,USA,2007,11.32,3,10,30.57
740,2022-03-04,298,Nadia,Lewis,nadia.lewis298@email.com,Bronze,2022-03-29,Austin,WA,Elliot Bay Book Co,Seattle,WA,Pacific,93,978-182-88385-15-6,The Outer Reaches Vol. 5,Science Fiction,eBook,David,Sedaris,Bloomsbury,London,UK,2020,26.01,2,5,49.42
741,2023-08-03,244,Drew,Scott,drew.scott244@email.com,Bronze,2018-08-18,Portland,CO,Left Bank Books,St. Louis,MO,Midwest,161,978-705-17362-55-8,A Life Remembered,Biography,Hardcover,James,Patterson,Vintage Books,New York,USA,2014,24.93,2,0,49.86
742,2023-09-28,295,Priya,Moore,priya.moore295@email.com,Bronze,2019-03-06,Menlo Park,MA,Powell's Books,Portland,OR,Pacific,132,978-310-18992-80-3,Shadow Realm Vol. 4,Fantasy,eBook,Stephen,King,Penguin Random House,New York,USA,2009,17.27,1,0,17.27
743,2020-10-16,30,Bailey,Anderson,bailey.anderson30@email.com,Bronze,2018-05-26,Austin,TX,Tattered Cover,Denver,CO,Mountain,149,978-378-68079-94-6,The Last Mage Vol. 5,Fantasy,Paperback,Haruki,Murakami,Penguin Random House,New York,USA,2006,14.34,3,5,40.86
744,2019-04-19,183,Wren,Garcia,wren.garcia183@email.com,Bronze,2022-11-13,Denver,WA,Tattered Cover,Denver,CO,Mountain,35,978-820-49651-88-8,Edge of Home Vol. 3,Fiction,eBook,Haruki,Murakami,Hachette Book Group,New York,USA,2019,18.68,2,0,37.36
745,2020-08-16,183,Wren,Garcia,wren.garcia183@email.com,Bronze,2022-11-13,Denver,WA,Powell's Books,Portland,OR,Pacific,108,978-990-23154-66-1,Nova Protocol Vol. 4,Science Fiction,Paperback,N.K.,Jemisin,Penguin Random House,New York,USA,2023,26.07,3,0,78.21
746,2020-02-01,40,Uma,Hall,uma.hall40@email.com,Gold,2018-10-14,Seattle,MO,Malaprop's Bookstore,Asheville,NC,South,164,978-163-69050-23-5,A Life Remembered Vol. 4,Biography,eBook,Ocean,Vuong,Hachette Book Group,New York,USA,2021,29.56,3,20,70.95
747,2023-03-22,49,Quinn,King,quinn.king49@email.com,Gold,2018-01-30,Portland,NC,Books & Books,Coral Gables,FL,South,47,978-720-77033-24-6,The Last Clue Vol. 7,Mystery,Audiobook,Celeste,Ng,Knopf,New York,USA,2015,20.74,3,0,62.22
748,2023-06-27,162,Fatima,Harris,fatima.harris162@email.com,Silver,2018-12-09,San Francisco,MO,The Booksmith,San Francisco,CA,Pacific,83,978-399-26551-91-7,Orbit Zero Vol. 3,Science Fiction,Paperback,Stephen,King,Farrar Straus Giroux,New York,USA,2006,18.32,2,0,36.64
749,2021-12-30,186,Zoe,White,zoe.white186@email.com,Bronze,2018-01-19,Cambridge,MO,The Strand,New York,NY,Northeast,176,978-205-77621-25-4,Against All Odds Vol. 8,Biography,Hardcover,Mary,Oliver,Macmillan Publishers,New York,USA,2016,30.79,2,10,55.42
750,2019-10-08,74,Nadia,Harris,nadia.harris74@email.com,Platinum,2021-03-31,New York,OR,Powell's Books,Portland,OR,Pacific,211,978-161-30719-66-6,Empire Rising Vol. 3,History,Audiobook,N.K.,Jemisin,Hachette Book Group,New York,USA,2007,19.1,2,10,34.38
751,2020-11-27,249,Fatima,Allen,fatima.allen249@email.com,Gold,2021-04-20,Austin,CA,Prairie Lights,Iowa City,IA,Midwest,96,978-978-31079-52-6,The Outer Reaches Vol. 8,Science Fiction,eBook,Malcolm,Gladwell,Vintage Books,New York,USA,2015,22.87,1,0,22.87
752,2020-03-28,80,Nadia,Moore,nadia.moore80@email.com,Gold,2019-09-21,Seattle,NY,Malaprop's Bookstore,Asheville,NC,South,56,978-968-25906-68-2,Dead by Dawn Vol. 8,Mystery,Audiobook,Delia,Owens,Simon & Schuster,New York,USA,2012,10.7,1,20,8.56
753,2022-11-13,287,Drew,Scott,drew.scott287@email.com,Bronze,2015-10-02,Iowa City,NC,Books & Books,Coral Gables,FL,South,204,978-228-51553-92-1,The Forgotten War Vol. 4,History,Audiobook,Gillian,Flynn,Vintage Books,New York,USA,2023,35.14,3,20,84.33
754,2022-02-02,273,Fatima,Walker,fatima.walker273@email.com,Bronze,2018-04-10,Seattle,NY,Left Bank Books,St. Louis,MO,Midwest,217,978-210-66482-27-4,When Nations Fall,History,Audiobook,Jhumpa,Lahiri,Vintage Books,New York,USA,2005,18.71,1,15,15.9
755,2019-08-27,236,Alex,Scott,alex.scott236@email.com,Silver,2015-08-18,Coral Gables,IA,The Strand,New York,NY,Northeast,107,978-495-96991-93-2,Nova Protocol Vol. 3,Science Fiction,Hardcover,Delia,Owens,Bloomsbury,London,UK,2020,19.81,1,20,15.85
756,2020-12-14,9,Xander,Young,xander.young9@email.com,Platinum,2019-10-04,Austin,TX,Elliot Bay Book Co,Seattle,WA,Pacific,237,978-290-47941-14-0,Turning Points Vol. 5,History,Hardcover,Haruki,Murakami,Simon & Schuster,New York,USA,2017,42.89,3,0,128.67
757,2022-05-08,72,Diana,Brown,diana.brown72@email.com,Gold,2015-01-22,Seattle,CA,Elliot Bay Book Co,Seattle,WA,Pacific,93,978-182-88385-15-6,The Outer Reaches Vol. 5,Science Fiction,eBook,David,Sedaris,Bloomsbury,London,UK,2020,26.01,2,10,46.82
758,2023-03-05,156,Carlos,Garcia,carlos.garcia156@email.com,Silver,2021-08-28,Asheville,CA,Powell's Books,Portland,OR,Pacific,45,978-385-56025-92-8,The Last Clue Vol. 5,Mystery,Audiobook,Zadie,Smith,Hachette Book Group,New York,USA,2007,20.15,1,20,16.12
759,2019-10-19,66,Kenji,Lewis,kenji.lewis66@email.com,Platinum,2021-11-19,Menlo Park,OR,Left Bank Books,St. Louis,MO,Midwest,57,978-934-76162-64-8,No Trace Found,Mystery,eBook,Sally,Rooney,Vintage Books,New York,USA,2019,41.29,1,15,35.1
760,2019-09-24,65,Lila,Williams,lila.williams65@email.com,Platinum,2016-02-05,Austin,NY,BookPeople,Austin,TX,South,79,978-584-82544-77-5,Shadows Remain Vol. 7,Mystery,Paperback,Delia,Owens,Bloomsbury,London,UK,2023,19.4,2,0,38.8
761,2019-02-08,58,Casey,Thompson,casey.thompson58@email.com,Silver,2015-06-24,Austin,MO,The Strand,New York,NY,Northeast,177,978-950-67340-21-3,The Long Road,Biography,eBook,Malcolm,Gladwell,Simon & Schuster,New York,USA,2021,24.27,2,20,38.84
762,2020-02-07,221,Iris,Green,iris.green221@email.com,Bronze,2015-11-04,New York,TX,Powell's Books,Portland,OR,Pacific,194,978-557-15551-55-9,In Their Own Words Vol. 2,Biography,Audiobook,Jhumpa,Lahiri,Vintage Books,New York,USA,2019,14.66,1,0,14.66
763,2019-05-02,263,Iris,Jones,iris.jones263@email.com,Gold,2015-10-31,Denver,IA,Books & Books,Coral Gables,FL,South,204,978-228-51553-92-1,The Forgotten War Vol. 4,History,Audiobook,Gillian,Flynn,Vintage Books,New York,USA,2023,35.14,1,5,33.38
764,2019-05-16,130,Yara,King,yara.king130@email.com,Silver,2019-12-13,Iowa City,NY,Powell's Books,Portland,OR,Pacific,233,978-348-16653-95-8,Turning Points,History,eBook,Min Jin,Lee,Farrar Straus Giroux,New York,USA,2023,13.66,3,0,40.98
765,2022-05-17,50,Alex,Allen,alex.allen50@email.com,Platinum,2022-07-23,Denver,NY,The Strand,New York,NY,Northeast,3,978-928-10851-30-6,The Quiet Hours Vol. 3,Fiction,Audiobook,Roxane,Gay,Hachette Book Group,New York,USA,2023,16.48,3,0,49.44
766,2022-10-05,103,Omar,Scott,omar.scott103@email.com,Platinum,2017-04-27,Menlo Park,WA,Tattered Cover,Denver,CO,Mountain,231,978-453-29198-47-0,The Lost Century Vol. 7,History,Audiobook,Jhumpa,Lahiri,HarperCollins,New York,USA,2017,39.45,1,0,39.45
767,2020-07-22,75,Carlos,Thomas,carlos.thomas75@email.com,Bronze,2021-03-20,Coral Gables,FL,Left Bank Books,St. Louis,MO,Midwest,24,978-789-95649-92-1,A Thousand Tomorrows Vol. 8,Fiction,eBook,Zadie,Smith,Bloomsbury,London,UK,2019,23.39,2,10,42.1
768,2023-05-19,83,Marcus,Anderson,marcus.anderson83@email.com,Platinum,2021-12-15,Menlo Park,WA,Malaprop's Bookstore,Asheville,NC,South,91,978-252-44816-28-1,The Outer Reaches Vol. 3,Science Fiction,Audiobook,Zadie,Smith,Hachette Book Group,New York,USA,2012,12.89,3,15,32.88
769,2019-05-20,259,Omar,King,omar.king259@email.com,Silver,2019-09-15,Iowa City,WA,Books & Books,Coral Gables,FL,South,62,978-871-61116-63-8,No Trace Found Vol. 6,Mystery,Audiobook,Mary,Oliver,Knopf,New York,USA,2016,25.21,3,0,75.63
770,2020-03-20,8,Alex,Johnson,alex.johnson8@email.com,Gold,2015-04-04,Seattle,CA,Malaprop's Bookstore,Asheville,NC,South,196,978-897-94562-56-5,In Their Own Words Vol. 4,Biography,Audiobook,James,Patterson,Knopf,New York,USA,2007,10.17,1,15,8.64
771,2023-03-25,145,Wren,Thomas,wren.thomas145@email.com,Platinum,2015-09-17,Austin,IA,Tattered Cover,Denver,CO,Mountain,247,978-163-81781-74-3,Your Best Self Vol. 7,Self-Help,eBook,Andy,Weir,Vintage Books,New York,USA,2023,11.65,1,10,10.48
772,2021-10-29,51,Drew,Jones,drew.jones51@email.com,Silver,2020-11-17,Austin,TX,BookPeople,Austin,TX,South,250,978-122-61897-42-0,The Habit Code Vol. 2,Self-Help,Audiobook,Toni,Morrison,Farrar Straus Giroux,New York,USA,2014,31.86,3,20,76.47
773,2022-04-22,188,Lila,Williams,lila.williams188@email.com,Silver,2020-08-08,Menlo Park,CO,Left Bank Books,St. Louis,MO,Midwest,122,978-363-73156-47-5,The Iron Crown Vol. 2,Fantasy,eBook,Michelle,Obama,Simon & Schuster,New York,USA,2013,27.04,2,0,54.08
774,2023-09-06,55,Yara,Williams,yara.williams55@email.com,Platinum,2016-01-18,Iowa City,IA,Tattered Cover,Denver,CO,Mountain,173,978-725-47346-67-3,Against All Odds Vol. 5,Biography,eBook,Toni,Morrison,Bloomsbury,London,UK,2012,31.99,2,0,63.98
775,2020-04-11,110,Xander,Lewis,xander.lewis110@email.com,Platinum,2017-03-19,Coral Gables,IA,Malaprop's Bookstore,Asheville,NC,South,109,978-258-19807-70-4,Nova Protocol Vol. 5,Science Fiction,Hardcover,Andy,Weir,Vintage Books,New York,USA,2018,33.55,1,5,31.87
776,2021-08-12,161,Victor,Garcia,victor.garcia161@email.com,Bronze,2015-10-08,Coral Gables,CA,The Strand,New York,NY,Northeast,195,978-625-99051-30-0,In Their Own Words Vol. 3,Biography,Hardcover,Donna,Tartt,Macmillan Publishers,New York,USA,2017,11.54,3,0,34.62
777,2022-12-14,254,Diana,Martin,diana.martin254@email.com,Gold,2016-07-30,St. Louis,NY,Kepler's Books,Menlo Park,CA,Pacific,35,978-820-49651-88-8,Edge of Home Vol. 3,Fiction,eBook,Haruki,Murakami,Hachette Book Group,New York,USA,2019,18.68,3,0,56.04
778,2020-11-02,21,Victor,Jackson,victor.jackson21@email.com,Gold,2020-11-18,St. Louis,IA,The Strand,New York,NY,Northeast,185,978-905-76535-80-0,Becoming More,Biography,Hardcover,Andy,Weir,Scholastic,New York,USA,2022,41.41,1,5,39.34
779,2022-05-14,146,Alex,Davis,alex.davis146@email.com,Gold,2020-07-19,Menlo Park,MA,Elliot Bay Book Co,Seattle,WA,Pacific,99,978-874-75338-90-7,Signal Lost Vol. 3,Science Fiction,Hardcover,Patrick,Rothfuss,Bloomsbury,London,UK,2016,15.37,2,15,26.12
780,2022-02-08,228,Priya,White,priya.white228@email.com,Platinum,2021-03-05,Portland,NY,BookPeople,Austin,TX,South,176,978-205-77621-25-4,Against All Odds Vol. 8,Biography,Hardcover,Mary,Oliver,Macmillan Publishers,New York,USA,2016,30.79,2,5,58.5
781,2023-10-21,220,Lila,Hall,lila.hall220@email.com,Bronze,2022-01-25,Coral Gables,FL,BookPeople,Austin,TX,South,219,978-386-91689-97-9,When Nations Fall Vol. 3,History,Hardcover,Roxane,Gay,Macmillan Publishers,New York,USA,2019,22.13,2,0,44.26
782,2019-01-27,189,Iris,Wright,iris.wright189@email.com,Bronze,2016-02-26,Austin,MO,Tattered Cover,Denver,CO,Mountain,241,978-785-22502-33-2,Your Best Self,Self-Help,Audiobook,Mary,Oliver,Bloomsbury,London,UK,2007,26.51,2,15,45.06
783,2021-06-16,54,Wren,Wilson,wren.wilson54@email.com,Bronze,2018-05-13,San Francisco,CA,Prairie Lights,Iowa City,IA,Midwest,173,978-725-47346-67-3,Against All Odds Vol. 5,Biography,eBook,Toni,Morrison,Bloomsbury,London,UK,2012,31.99,3,10,86.37
784,2019-10-21,44,Alex,Baker,alex.baker44@email.com,Bronze,2015-11-01,Portland,IA,The Strand,New York,NY,Northeast,174,978-476-98907-83-7,Against All Odds Vol. 6,Biography,eBook,Roxane,Gay,Hachette Book Group,New York,USA,2020,41.82,2,5,79.46
785,2019-12-12,53,Carlos,Thomas,carlos.thomas53@email.com,Platinum,2019-07-22,Coral Gables,TX,Left Bank Books,St. Louis,MO,Midwest,178,978-505-75799-57-3,The Long Road Vol. 2,Biography,eBook,Erik,Larson,Vintage Books,New York,USA,2018,40.63,2,0,81.26
